ORACLE_TABLE_ID,ORACLE_TABLE_NAME,ORACLE_TABLE_DESCRIPTION,oracle_emb_description
11.0,FND_APPLICATION,Applications registered with Oracle Application Object Library,"[-0.054916162, -0.11784098, -0.099292584, -0.10785358, -0.018151876, -0.022341762, 0.0931664, 0.094705366, -0.029779598, -0.021214949, -0.037139915, -0.051567413, 0.0031460733, 0.0014973473, 0.09340639, 0.062617004, -0.0012962596, -0.019909658, 0.08062404, 0.07199893, 0.024455741, 0.0287281, -0.034352686, 0.04313929, -0.031978, 0.02190855, -0.008439045, -0.00495179, 0.07104931, -0.01593491, -0.00035426987, 0.030892279, -0.036889113, -0.0029619772, 0.026791817, 0.042555615, 0.013093381, -0.07007887, -0.039788034, -0.014819094, 0.023839166, -0.025694294, -0.13335456, 0.033600964, -0.07117896, -0.061584868, 0.049887937, 0.0042605908, 0.015598674, 0.019358732, 0.034083657, 0.06331275, -0.016748581, -0.002680239, -0.0038390404, 0.01507255, 0.013512272, 0.043886658, 0.03656341, 0.026954021, -0.016716493, 0.05784408, 0.04476966, 0.07669058, -0.088943504, 0.08823419, -0.04237468, -0.091350384, 0.047503393, -0.12205025, -0.121032506, -0.0053686304, -0.01638407, -0.0154315615, -0.10980886, -0.011154525, 0.021353556, 0.06883376, 0.002078025, -0.106608085, 0.03620846, 0.0561118, -0.08736788, 0.03070364, 0.002916673, 0.046933167, 0.049135633, -0.022731638, 0.046414517, 0.07389885, 0.06433411, -0.11089929, 0.011703337, -0.047396604, -0.054934792, -0.025831629, 0.059964575, 0.024039453, 0.05401748, 0.06711601, -0.020069258, -0.011728265, 0.0053685107, 0.008929704, -0.021417037, 0.04075832, -0.11096223, -0.12071674, 0.0020123862, 0.03628619, -0.050834402, -0.02236578, 0.01587027, -0.09241414, -0.069084, 0.008165343, -0.13012062, -0.05091327, -0.04163436, 0.023811035, -0.03942215, -0.052006926, 0.055299852, -0.052060258, 0.038723167, 0.028756397, -0.035467416, -1.7463111e-33, -0.05426997, -0.08294883, 0.027609423, -0.026650423, 0.04794459, -0.006318174, 0.038240053, 0.100373074, -0.04459354, -0.008682487, -0.04898899, 0.06831152, -0.02898024, -0.03299792, 0.04262188, 0.1390215, -0.02702522, 0.07547501, -0.029126877, 0.03692615, 0.00390724, 0.006521952, -0.04067809, 0.026448563, 0.019497106, 0.11607899, -0.021356624, -0.050030593, 0.05596676, 0.048480652, 0.07896919, -0.07734928, -0.023685195, 0.0434449, 0.08966821, -0.021579487, -0.010808578, 0.036197208, 0.0017254915, -0.025717938, 0.054686595, 0.028309748, -0.022258379, 0.038019553, 0.031523626, 0.006201823, 0.07782324, 0.03280284, -0.014949837, -0.074878015, 0.036800254, -0.0049609435, -0.027628569, 0.07937579, 0.027085047, -0.03858992, -0.020352723, 0.00465039, 0.0038485334, -0.087939136, 0.024231592, -0.027682744, -0.07933563, -0.026094703, -0.005007132, -0.02456846, 0.0071476717, -0.055218577, 0.058800265, -0.0031870485, 0.026246784, -0.054045454, -0.011172764, -0.012079403, -0.017542463, -0.029296657, 0.046720795, -0.029816058, -0.107895, 0.074816674, -0.042984016, 0.014600746, -0.008905961, -0.08021156, -0.10084527, -0.013300079, 0.014172547, -0.070140004, -0.081152424, 0.022041025, 0.08380469, 0.027244836, -0.022485208, 0.065657794, -0.03919789, -1.3972626e-33, 0.027903276, -0.0015678925, -0.0065012975, -0.05047478, 0.010418728, 0.04128507, -0.0012672392, 0.071010165, -0.115086965, -0.024417149, 0.026995393, 0.0060315165, 0.014347266, 0.043051437, 0.048648864, 0.025128294, 0.044761356, 0.057648905, 0.0034709338, 0.038564283, -0.008322442, 0.12150402, 0.08257602, -0.01288672, 0.01920825, -0.102321364, -0.011492823, -0.018390063, 0.042066693, -0.027813675, 0.0014839073, 0.040794417, -0.08812636, -0.04941371, -0.114074275, -0.065585375, 0.061677955, -0.04652391, 0.034116734, -0.058577754, 0.056076735, -0.004581013, -0.0432959, 0.033496313, -0.015870877, -0.033816125, -0.038513497, 0.039582293, 0.048447836, -0.08133771, -0.0033030107, -0.0078039793, 0.028947122, -0.04964881, 0.037499566, 0.13149212, 0.008080573, -0.00023902796, 0.013928631, 0.023040371, 0.0005501968, 0.00050927023, -0.009672972, -0.009218325, 0.020519083, 0.07814923, 0.022426073, 0.012036727, -0.019660577, -0.0613549, -0.026637489, -0.032100614, -0.014434279, 0.044220287, -0.021838002, -0.01383495, -0.006917405, -0.056536466, -0.03702466, -0.063821845, -0.08010338, -0.017723495, 0.042672183, -0.01403811, -0.07965873, -0.03489989, 0.027064048, -0.09063892, -0.048867416, 0.04073092, -0.024841206, 0.06603507, -0.021263504, 0.03537352, -0.0044314857, -1.5218536e-08, 0.015620073, -0.044235613, -0.046995103, -0.022526706, 0.065938756, -0.0038775958, -0.025678148, 0.13224274, -0.031454526, 0.020184474, -0.06532186, 0.023966813, -0.09534757, 0.08281264, 0.056013383, 0.033901583, 0.02046574, 0.04729385, -0.057622988, 0.00019169468, 0.057378106, 0.0050995364, 0.046818923, 0.040414363, 0.0280138, -0.018382223, 0.11593608, -0.009734824, 0.08768544, 0.026663791, -0.05075915, 0.025895525, 0.0039054768, -0.006526738, 0.06337545, 0.044921905, -0.0023547665, 0.08104613, -0.008195577, -0.088319264, 0.015884398, -0.009035688, 0.026035642, -0.005045465, 0.011814796, 0.09102003, -0.033340104, 0.036720082, 0.035723545, -0.023512866, 0.003688702, 0.025641905, -0.017587107, -0.04848382, -0.053253677, 0.052420944, -0.019206854, -0.053864032, 0.036355894, -0.022290025, -0.036310956, -0.005399003, 0.086108804, 0.007635343]"
54429.0,FND_APPLICATION_TL,Translations for FND_APPLICATION,"[0.03758572, -0.023417607, -0.060385443, -0.11397671, 0.053295687, 0.0051593985, 0.06574352, 0.12825596, 0.02327825, -0.054464094, -0.021393929, -0.036595806, -0.05174864, 0.008275709, 0.03991975, -0.036638487, -0.00061511353, 0.061561607, 0.0014415232, -0.00060881145, 0.03464775, 0.055024035, 0.048577495, 0.040486664, -0.014075313, -0.06415631, -0.049835954, 0.028749151, 0.085452326, -0.013787517, -0.0041771787, 0.16820155, -1.9341562e-05, 0.065009415, 0.017390113, 0.14918351, -0.021615634, -0.088410854, -0.051716384, 0.020245913, -0.025220823, -0.03388903, 0.041725725, -0.031702172, 0.021953853, -0.034775298, 0.07174029, 0.015779618, 0.013108953, 0.028353676, 0.019321928, 0.004890757, -0.02937178, -0.01733022, 0.05539659, -0.017969033, 0.06502687, -0.043206435, -0.068806045, 0.07612959, -0.06556656, 0.040558297, -0.0051322365, 0.05433648, -0.037626673, 0.04147967, -0.0021971618, 0.046454918, -0.047831282, -0.035281986, -0.044251762, 0.0016873885, 0.007029038, -0.08357288, -0.028794797, -0.041884772, -0.05767634, 0.045274604, 0.00900222, -0.13445307, 0.102386706, 0.084158026, 0.07368328, 0.06583768, 0.01809383, -0.022101233, 0.062267076, -0.056159735, 0.09998651, 0.060395915, -0.024583, -0.020920819, -0.010670171, 0.051126663, -0.013388583, -0.0053214123, 0.0129101025, 0.023227643, -0.06659218, 0.06262326, 0.0023627556, -0.012459411, 0.024276825, 0.011041957, -0.054283194, -0.0043027294, -0.010838609, -0.014608041, -0.01844659, -0.068167046, 0.0039956104, -0.018199952, -0.03185396, -0.053318027, -0.015416344, -0.06977671, 0.026612094, -0.08177309, 0.037582725, -0.038388442, -0.047006838, 0.015830133, -0.0049466235, 0.008895027, -0.04823379, -0.083753474, -0.008948876, -2.5328248e-33, -0.023083402, 0.06498216, 0.008832508, -0.018082589, 0.008040412, -0.0622593, 0.014705888, 0.015689999, -0.03320019, -0.012152408, -0.027306339, 0.066831976, -0.03204213, -0.06338627, -0.027379021, -0.012783976, 0.08496601, 0.09670088, 0.07753589, 0.02382718, 0.17154582, 0.039163638, -0.0051858546, -0.026700003, 0.04666852, 0.045752652, -0.03150455, -0.07165918, 0.035952546, -0.0015090345, 0.014763888, 0.004340528, 0.0406763, -0.0065212864, 0.002666635, -0.10305707, -0.03270415, 0.024521416, -0.08568341, 0.004621931, 0.05799189, 0.0092267115, -0.026349355, -0.04990235, 0.04963009, 0.028686862, -0.05929565, 0.03280393, 0.05453797, -0.054081317, -0.012092566, 0.019957483, -0.02291553, 0.010251005, 0.06675492, -0.013446584, -0.07475478, 0.032700375, -0.04130808, -0.02036428, -0.019122776, -0.06615862, -0.0022453917, 0.032851186, -0.00969709, -0.0141382, 0.009947268, -0.034745608, 0.03998015, 0.009000862, -0.13744506, 0.025811598, 0.061091367, 0.06278001, 0.06780144, -0.02311442, -0.056487408, -0.08060028, 0.0014286153, -0.041756433, -0.06477252, 0.012174156, -0.07443397, 0.042476192, 0.0003348843, 0.026019942, -0.0026922, -0.05764354, 0.039548278, 0.02289844, -0.018928701, -0.024777677, -0.044890426, -0.022693984, 0.024094991, 2.858369e-34, -0.015383847, -0.023406649, -0.047871854, -0.009352808, -0.040918957, -0.021959882, 0.09379186, 0.10104119, 0.0308979, 0.062480874, -0.041023638, -0.06577238, 0.00785316, -0.049863014, -0.091213785, -0.04278203, -0.024569426, 0.0025683509, 0.050812166, 0.07429426, -0.08925046, 0.034789737, -0.024418196, -0.01845766, 0.09137377, 0.01578428, 0.0017903775, -0.0039659953, -0.019751161, -0.032618076, -0.022385633, -0.02065419, -0.071535654, -0.016790763, -0.102151416, -0.016031839, 0.00692746, 0.0061937915, 0.017441377, 0.03894873, 0.08686716, 0.04655091, 0.007123851, -0.024655592, -0.044234484, 0.024702853, -0.09202218, -0.074953064, 0.020312091, -0.077706784, 0.035771895, 0.024673434, -0.0710722, -0.04985221, 0.06964747, 0.012115188, 0.026816532, 0.01370791, -0.05008992, -0.03687471, -0.036483735, -0.08416594, 0.04323562, -0.036673136, 0.042271417, -0.005731989, 0.0005245722, 0.080810875, 0.08185988, 0.032825544, 0.098650046, -0.022994531, -0.028534748, 0.079767555, 0.0055160527, 0.009992235, 0.12854688, -0.091289334, -0.015186796, 0.05902346, -0.025018299, 0.016983405, 0.015863188, 0.06845785, -0.051803865, -0.016349891, 0.03373096, 0.03512097, 0.07147756, -0.002195916, 0.025682777, 0.06498607, 0.013391217, 0.04800385, -0.04085308, -1.5160314e-08, -0.08438448, -0.021345073, -0.07502998, -0.006512369, -0.06683283, -0.019733774, -0.029583886, -0.030836701, -0.031701818, -0.051685873, -0.14300296, 0.05201988, -0.06766598, -0.04563815, -0.035752174, -0.000635122, 0.04738229, 0.13375771, -0.010006154, 0.0381134, -0.061839715, 0.114589535, 0.002126193, 0.017803106, -0.047494438, -0.010191942, 0.0046296576, -0.08924497, 0.074444376, -0.05100033, 0.0386416, 0.06535294, 0.023887761, 0.073207825, -0.021221248, 0.06055187, -0.03129709, 0.0397652, 0.06604535, 0.018565023, 0.07048011, -0.0036395066, -0.059101347, -0.043719303, 0.013058953, -0.03382109, -0.05615307, -0.04576012, 0.043032672, -0.03522403, 0.026216194, 0.03720853, -0.06975599, 0.06451419, 0.04098945, 0.07468709, -0.021602798, -0.08814665, 0.05778139, -0.007933843, -0.09534095, -0.019389538, 0.034644425, -0.010215249]"
55168.0,FND_ATTACHED_DOCUMENTS,Attached documents,"[-0.021343468, 0.07298469, -0.013019248, 0.07031291, 0.060121838, 0.025024133, -0.021015791, 0.054018874, 0.043398008, 0.014658191, 0.052064765, 0.07488592, 0.052096013, 0.04697821, -0.09743598, 0.030867409, -0.045394126, -0.012674218, -0.047394585, 0.109686226, -0.07380413, 0.10341573, 0.05164792, -0.023635583, 0.027954359, 0.027826456, -0.12063946, -0.030242953, 0.008510194, -0.037291825, 0.06674803, -0.014966774, 0.015596081, 0.024890585, 0.055648983, 0.026800558, 0.0015309585, -0.055088192, 0.00450041, -0.0006926481, -0.00201146, -0.07644417, -0.03993058, 0.023715338, 0.02997649, 0.010174171, 0.020533482, 0.020501733, -0.03723384, 0.08107439, -0.086198784, -0.04613685, -0.027412664, 0.07229811, -0.041579068, 0.008739413, 0.0017864605, 0.035361122, -0.0954772, 0.016295262, 0.056911536, 0.02247072, -0.09103962, 0.04230366, 0.04168837, 0.054671288, 0.032911997, 0.08006295, -0.06929287, -0.059314597, 0.02204676, 0.014312095, -0.0069307326, 0.022911038, 0.028866036, -0.017861733, 0.00583549, 0.040667206, -0.009692541, -0.103875384, 0.02471634, -0.039111942, 0.06571223, 0.005962081, -0.042829327, -0.022265768, 0.048098557, -0.046483204, -0.06658844, 0.010541125, 0.035318416, -0.03322589, 0.07763669, -0.024609074, -0.08591075, -0.043012306, 0.046808545, 0.075739324, 0.030052967, 0.11830365, 0.010027985, 0.06520431, 0.013193871, 0.020499045, -0.04548453, 0.011014457, -0.060136274, -0.0743492, -0.00402908, -0.06128025, -0.021386927, -0.06747711, -0.12652746, -0.05651327, -0.06389165, -0.06560355, -0.020813916, 0.072191715, -0.017343646, -0.04838232, 0.02884782, 0.03845599, 0.024325075, -0.0012450865, -0.056656294, -0.119075015, 0.021091916, -2.7695692e-33, 0.0071095168, -0.04546548, -0.029215122, 0.0736438, -0.0146756815, -0.06368603, -0.023336452, -0.029559856, -0.08342758, -0.033474233, -0.056060895, 0.11077583, 0.04430095, 0.050832976, -0.03885923, 0.037616745, 0.02541327, 0.08764348, 0.029480968, 0.055373453, -0.01989232, 0.044779032, 0.009351852, 0.027150806, 0.05343505, 0.082972676, 0.00016646473, -0.037142497, -0.049563624, 0.0152156595, 0.030988812, -0.02383179, 0.08034647, -0.05068161, -0.028463034, 0.05202769, -0.049541786, -0.027690511, 0.060862917, -0.007417168, 0.08837282, -0.036737468, 0.05519288, -0.010154075, -0.023209773, 0.0004848541, 0.077796884, 0.046937402, 0.034612373, 0.018366117, 0.03324808, -0.049348198, -0.06756665, -0.026998375, 0.03180752, -0.024892062, -0.01721465, 0.038651306, -0.0071479194, -0.0048112893, 0.048008304, 0.06819742, -0.035000145, -0.08519778, -0.0019230837, -0.0776231, -0.013293748, 0.00036512577, 0.06725868, -0.06442865, -0.11724094, 0.059685975, 0.008542503, -0.039199613, 0.038834363, -0.03497546, -0.05815112, -0.042861138, -0.051855158, 0.033269934, -0.076489605, -0.07340348, 0.017567106, -0.014001311, -0.020218547, 0.05931736, 0.021050032, -0.04662043, -0.0076366854, 0.00028648475, 0.025472373, 0.033269454, -0.027096858, -0.010003776, 0.13957585, 2.0124175e-33, 0.08535014, -0.07166464, -0.044802576, 0.04737337, 0.026761128, 0.09851689, 0.006637562, 0.015274613, -0.061246056, -0.0050371056, -0.0028500883, -0.01858757, -0.0010059705, -0.012831431, -0.050797403, -0.0058845035, 0.019709269, 0.0029631844, -0.020898774, -0.007440233, -0.04544463, -0.0029903818, 0.16135241, 0.02459374, 0.07139602, -0.000162199, 0.027767275, -0.10739345, -0.0038444796, -0.021941727, -0.019018792, -0.06111658, -0.114654295, 0.026860043, 0.044617157, 0.013358902, 0.029468343, 0.02055414, 0.023266928, 0.027314615, 0.027024109, 0.04699414, -0.035779595, 0.037832916, 0.013734183, -0.058015592, -0.08444864, 0.010992271, 0.018561725, -0.0072393673, -0.011030656, -0.034693033, -0.013724229, -0.065574795, -0.021085944, 0.09451057, -0.0017647564, -0.065479994, 0.08813957, 0.0045672976, 0.04058727, 0.049186338, -0.05225422, -0.032583043, -0.008268744, -0.02710253, -0.043519944, -0.025802424, -0.09097788, 0.024076072, -0.008023338, -0.034827493, 0.0031212955, -0.031644367, 0.094725445, 0.013611165, 0.02279586, -0.04181348, -0.029690962, -0.07996382, 0.036466103, 0.057901092, -0.0067101098, 0.038813397, 0.04095776, -0.029251218, 0.02424395, -0.03884633, -0.014732832, -0.052299414, -0.04448966, 0.08177457, 0.096464224, 0.04460728, -0.0791412, -1.1020645e-08, -0.036947753, 0.012772202, -0.022062518, -0.018264022, 0.025508765, 0.07059139, -0.014031947, 0.06260109, -0.03934291, -0.07625419, 0.04736493, -0.08432648, -0.05054483, -0.026933666, 0.0018162499, -0.014105132, 0.017709324, -0.066981964, -0.053169485, -0.024696564, 0.06722319, 0.016328763, 0.06813628, 0.06366921, 0.03760605, 0.0021732063, -0.04727764, 0.0056486186, 0.024055006, -0.02936987, 0.028859986, 0.016795242, 0.00644318, 0.0574953, 0.062450964, 0.003977652, 0.07242454, 0.027428452, -0.07051642, 0.06030164, 0.08438972, 0.020710574, -0.038143143, 0.019656226, 0.13979302, -0.010944448, 0.029684322, -0.08694, -0.046559624, -0.039085183, -0.03583356, -0.11259553, 0.057581887, 0.092723675, -0.09473, -0.05104568, 0.1393917, 0.060484305, 0.04048509, 0.0057916986, -0.054996766, 0.03360797, 0.03720953, 0.026224626]"
21.0,FND_COLUMNS,Columns in all the registered application tables,"[0.06379532, -0.101069726, -0.14956786, -0.020243129, -0.028079277, 0.010074332, 0.0047484594, 0.090412475, -0.04768343, 0.04130379, 0.02532191, -0.014898532, 0.054976482, -0.035142623, -0.05831526, 0.022984792, -0.0034362944, 0.00078909466, 0.050599985, 0.05364615, -0.080837175, 0.040269975, -0.010131425, 0.032270357, -0.0077070678, 0.067339495, -0.02367424, 0.08073124, 0.0051955665, -0.06126053, -0.081790656, 0.051207718, -0.034254838, 0.049823456, 0.0370046, -0.06161166, 0.028241653, 0.04482312, -0.02026831, -0.048495483, -0.019320782, -0.07344513, -0.027013222, 0.09784227, 0.009135832, -0.057511568, -0.024317952, -0.05459598, -0.015117189, 0.08229138, 0.0026142907, 0.114067204, 0.031422805, 0.019111194, 0.0027468614, -0.03820119, -0.021894015, -0.031428173, 0.014939709, 0.1325393, -0.07894861, 0.026798798, 0.017261242, 0.062337548, -0.019789472, 0.07457023, -0.09064211, -0.016432714, 0.01274257, -0.057993863, -0.08549315, -0.0100323, -0.063445136, -0.0693962, -0.09668556, -0.018548861, -0.01913592, 0.05924294, -0.025915397, -0.043486796, 0.00809976, 0.093826346, -0.05286272, 0.0042615603, -0.03452987, -0.0003306209, 0.025584403, -0.03600387, -0.039951887, 0.026307078, 0.0138229765, -0.055342916, 0.07656159, -0.0009825213, -0.118287235, 0.012688831, 0.046665914, -0.011584943, 0.04517976, 0.050042372, 0.016485427, -0.10927296, 0.008055561, 0.09577134, -0.02201552, -0.036832634, 0.0049443264, -0.028874917, -0.039743554, -0.00010614163, -0.043231092, 0.0102143325, -0.07090383, -0.08227135, -0.06706055, -0.014981385, -0.13382243, -0.06780355, -0.044279363, 0.034260377, -0.0401683, 0.011637194, -0.010143457, -0.0358841, -0.01781635, 0.05373751, -0.040218152, -1.818518e-33, -0.051447883, 0.021182291, 0.070738055, -0.009379389, 0.0001514776, 0.0077941734, 0.066845484, 0.064165935, 0.015341678, 0.037397146, 0.029916154, 0.122471765, -0.037963342, 0.0057016616, 0.032122623, 0.11936158, -0.01940606, 0.06662744, -0.0044827093, -0.022645647, -0.014684499, 0.028730934, -0.032067094, 0.043187506, 0.053572793, 0.08703704, -0.042819474, 0.047666334, -0.005701751, 0.048618343, 0.09338153, 0.032187052, -0.025318934, -0.0147583475, 0.054601494, -0.029469527, 0.009910748, 0.0347292, 0.04562474, 0.049231082, 0.032904588, 0.0048899045, 0.00025760452, 0.0014992254, -0.029985419, 0.011338238, 0.054427713, 0.046971157, -0.02040352, -0.06917808, 0.09939705, -0.0030488148, -0.0039126873, 0.082256675, 0.0643287, -0.03709399, -0.10681394, -0.025705425, 0.027743641, -0.0032707497, -0.07887884, -0.079417564, -0.09434095, -0.0426101, -0.0993051, 0.03569149, -0.025581911, -0.08982181, -0.011214118, -0.023985477, 0.0022392941, -0.059761293, 0.036405496, -0.008611711, -0.009568552, -0.005099668, 0.048445094, -0.05302377, -0.090136476, 0.012805916, 0.05016388, 0.10300821, -0.11400276, -0.06585814, -0.07671239, -0.017503353, 0.010241017, -0.072944306, -0.048828695, -0.0027488482, -0.003458255, -0.0018440337, 0.0036843363, 0.015604481, -0.0405525, -8.930182e-34, 0.059021983, -0.03381865, -0.029630179, -0.052197013, 0.03969491, 0.035579473, 0.0013847868, -0.004383944, -0.036735944, -0.035580665, 0.06152288, -0.034743894, 0.0013209633, 0.0064984616, -0.008522081, 0.06661086, 0.015205074, 0.028731463, 0.006934656, -0.0056914133, -0.018801235, 0.11299851, 0.050040517, 0.03570554, 0.048857752, -0.05393828, -0.04076685, 0.0047018146, 0.03913254, 0.017552897, -0.015353052, -0.035655968, -0.026546123, -0.010262392, -0.07447199, -0.014097435, 0.021195842, -0.0034542605, 0.053057037, -0.0005757911, -0.030112464, -0.040025175, 0.006782125, 0.08339913, 0.070245564, 0.025154157, -0.0058189854, -0.017326515, 0.038042977, -0.020340797, -0.022963626, -0.023456758, 0.019659089, -0.052359536, 0.030171832, 0.054979205, 0.07440231, 0.00010599497, -0.04373295, -0.043185625, 0.031126283, 0.09948841, 0.042880595, 0.06057995, 0.04361142, -0.035530455, 0.011502701, -0.02408566, -0.044950254, -0.019904569, -0.09336149, -0.07568158, -0.09157422, 0.01411672, 0.044964287, 0.052740764, -0.006910734, -0.010786019, -0.06321686, -0.05635059, -0.05509153, -0.014858013, 0.1144103, -0.04263849, -0.045093328, -0.0703305, 0.031109577, -0.084402904, -0.0063470765, 0.05134922, -0.028749024, -0.009638157, 0.026899641, -0.02195859, -0.02371156, -1.4588445e-08, 0.028133284, -0.017172014, -0.06617622, -0.050742943, 0.025721563, -0.066361696, 0.024538051, 0.1555331, -0.002486858, 0.030848546, -0.012407671, 0.037727147, -0.10005159, 0.0057413084, 0.034496255, 0.09720712, 0.032272574, 0.022654342, -0.021846266, 0.053885683, 0.015847784, 0.07430294, 0.020638246, 0.015058558, 0.06443224, -0.020059938, 0.014295776, -0.030680304, 0.066298135, 0.07797897, 0.017076382, -0.05552318, 0.057148144, -0.022876706, 0.09213917, 0.004373143, 0.03228452, -0.013795363, -0.05448969, -0.036738403, -0.014670521, -0.011692023, -0.007031334, -0.04269778, -0.01569415, 0.09534938, -0.055719003, 0.06312381, 0.06436641, -0.05929828, -0.034892365, -0.0033711744, -0.033400238, -0.012585028, -0.031899333, 0.1545306, 0.054616265, -0.038684428, 0.11580167, -0.024533032, -0.05350301, 0.060974702, -0.0071766907, 0.005270421]"
60479.0,PA_BILLING_CYCLES,System-defined and implementation-defined billing cycle definitions,"[-0.074906096, 0.02848591, -0.0679743, -0.07029564, -0.08480902, -0.011878051, -0.013571254, 0.03423489, 0.029492456, -0.027136803, -0.03689855, 0.017735187, 0.039128777, -0.03984467, 0.044042066, -0.053528123, -0.037931193, -0.030895812, 0.06754193, 0.081484556, 0.09342003, 0.027763646, -0.13254666, 0.0744423, -0.010206208, 0.006887663, -0.013629628, -0.0075791692, 0.04483734, 0.00966331, 0.030625194, 0.08636183, 0.13194364, -0.029234381, 0.059389576, -0.0025518702, 0.072574496, -0.044973336, -0.0045930003, -0.009012238, 0.032988645, -0.07792769, 0.003574987, -0.011802838, 0.009085394, -0.008581711, 0.04418973, 0.061017416, -0.12250526, 0.106473155, 0.10175246, -0.0075869914, -0.019082662, 0.00032647027, 0.0102189565, 0.049983006, 0.065234266, 0.026617827, -0.010282132, -0.0147583475, -0.053674463, 0.0037089933, -0.06374075, 0.08772724, -0.038998168, 0.07592932, -0.02662416, 0.01744953, -0.05509182, 0.009669956, -0.102113806, -0.0038659836, 0.052603036, -0.0069068405, -0.026571825, 0.037194032, 0.06072841, 0.015051269, 0.01601721, -0.07136648, -0.069742754, 0.032832135, 0.02499937, 0.012459701, -0.024962613, -0.04221927, 0.004767484, -0.07266152, 0.09887507, -0.034732074, 0.056342933, 0.048383906, 0.08352974, -0.07695038, 0.07879225, 0.005807577, 0.01934411, -0.06808269, 0.11323414, -0.013981026, 0.025680006, 0.06717349, 0.059609532, 0.016523669, 0.021294784, -0.016167972, 0.011999938, -0.030849634, -0.054760672, -0.043056298, -0.016929356, -0.032916237, 0.062533796, -0.11394507, 0.04573674, 0.007889877, -0.045012612, -0.04763876, 0.11409906, -0.03889937, -0.026725871, 0.0058891573, -0.0061850366, -0.06922473, -0.0031854496, 0.016363703, 0.029712858, -4.011978e-33, -0.1056481, -0.045813147, 0.04631847, -0.017898602, 0.01741245, 0.014843174, 0.017087448, 0.004641106, -0.054796606, 0.0048234453, 0.03530271, 0.07230703, 0.027523575, -0.012102663, 0.023553662, 0.02011733, -0.012685337, 0.064158455, 0.09999953, 0.056345493, -0.020939007, -0.014936035, 0.0013348178, -0.069237754, 0.031600308, 0.017486125, 0.014236698, -0.016669534, 0.0068903184, 0.0044808104, 0.06478012, -0.0024759034, 0.046978615, 0.05141987, -0.027410109, 0.020359796, 0.02979714, 0.02288408, 0.003080853, 0.015845936, 0.016610824, -0.047287297, -0.023435405, -0.03428706, -0.018167758, 0.067225024, 0.021675855, 0.030536195, 0.030775364, 0.06328432, 0.0028478447, 0.022634063, -0.041075032, -0.042757664, 0.030121244, -0.09273615, -0.05524635, -0.044229086, -0.030546337, 0.035108678, 0.0096363295, -0.047288477, -0.044739425, -0.0051612356, -0.066209584, -0.017653553, -0.014254226, -0.015832813, 0.014717455, 0.0027899623, 0.006511645, 0.0028412, -0.016989404, 0.061503455, 0.014987901, 0.0047295787, 0.0419847, 0.043826107, -0.053248864, 0.0668106, -0.1264145, 0.0727178, -0.024876421, -0.004486263, 0.03260887, -0.042742327, 0.04413436, 0.010246172, -0.05229523, -0.02557576, 0.0016161811, -0.0036841494, -0.009504662, 0.04919691, 0.05783754, 1.3987834e-33, 0.039046492, 0.087280765, -0.016288195, 0.03262397, -0.0353492, 0.009169463, 0.016802358, 0.014177934, 0.026811685, 0.035341714, -0.01795377, 0.03833159, -0.068624064, -0.0037121847, -0.01527317, -0.0709261, -0.021823877, -0.14089628, 0.005837677, 0.05662817, 0.0036384235, 0.08597958, -0.028691726, 0.020122934, 0.022826504, 0.018231917, -0.08812202, 0.041665535, 0.053633835, -0.0144380815, -0.07315082, -0.094220124, -0.0050023263, -0.0020993927, -0.013098601, -0.0671465, -0.02371286, 0.033064544, 0.032003388, -0.031947665, 0.064678356, -0.11511535, -0.037328027, -0.013479505, 0.070300035, -0.020046057, 0.023632603, 0.05131321, 0.017236955, -0.073023185, -0.060912125, -0.03794839, -0.005585571, 0.03694396, -0.06348774, 0.046449076, 0.10334641, 0.039327167, 0.0139656225, 0.00029241692, 0.018976448, -0.07063425, 0.03193837, 0.02531633, -0.008182679, -0.01743018, 0.039424933, -0.0189104, 0.04588342, -0.03061011, -0.071733154, -0.014786925, -0.04023282, -0.008541538, -0.05857633, 0.0008820906, 0.017121494, -0.08876542, -0.015503684, -0.00012290447, -0.16214187, 0.087550536, -0.03685319, 0.024383584, -0.10320594, -0.07835687, 0.009936864, -0.079831794, -0.0060758977, 0.01581722, -0.09041562, 0.046933606, -0.12087484, 0.14664, -0.07975057, -1.6332065e-08, -0.060483687, -0.012488266, -0.016430357, 0.005292057, 0.026346276, -0.06276998, 0.03896469, -0.082731076, 0.030524038, -0.0016151405, 0.072254285, -0.0051369304, 0.054904915, -0.006225352, -0.0024728144, 0.024489734, -0.023802752, -0.056060687, -0.08203499, 0.033188663, 0.017259773, 0.056727193, -0.008600325, -0.0163174, 0.015476321, -0.09520392, 0.057337012, 0.08130595, 0.049182773, -0.054906517, -0.006264655, 0.09884808, -0.00847511, -0.018476574, 0.0129116895, -0.041712537, -0.025636088, 0.050976686, 0.08679696, 0.083396256, -0.016938813, -0.040634446, -0.007901197, 0.00062103366, 0.01093919, -0.035989583, -0.12116133, 0.03193208, 0.018356191, -0.07995847, -0.08746685, 0.13202475, 0.060898054, 0.0691317, 0.031197034, -0.070016876, 0.022553118, -0.06932391, -0.022161135, 0.064871535, -0.032054026, 0.017424123, 0.07758776, -0.04006722]"
