TABLE_NAME,DESCRIPTION,TABNAME,DDTEXT,emb_description_x,emb_description_y,cos_sim
FND_ATTACHED_DOCUMENTS,Attached documents,TDWST,Document Status Texts,"[-0.021343468, 0.07298469, -0.013019248, 0.07031291, 0.060121838, 0.025024133, -0.021015791, 0.054018874, 0.043398008, 0.014658191, 0.052064765, 0.07488592, 0.052096013, 0.04697821, -0.09743598, 0.030867409, -0.045394126, -0.012674218, -0.047394585, 0.109686226, -0.07380413, 0.10341573, 0.05164792, -0.023635583, 0.027954359, 0.027826456, -0.12063946, -0.030242953, 0.008510194, -0.037291825, 0.06674803, -0.014966774, 0.015596081, 0.024890585, 0.055648983, 0.026800558, 0.0015309585, -0.055088192, 0.00450041, -0.0006926481, -0.00201146, -0.07644417, -0.03993058, 0.023715338, 0.02997649, 0.010174171, 0.020533482, 0.020501733, -0.03723384, 0.08107439, -0.086198784, -0.04613685, -0.027412664, 0.07229811, -0.041579068, 0.008739413, 0.0017864605, 0.035361122, -0.0954772, 0.016295262, 0.056911536, 0.02247072, -0.09103962, 0.04230366, 0.04168837, 0.054671288, 0.032911997, 0.08006295, -0.06929287, -0.059314597, 0.02204676, 0.014312095, -0.0069307326, 0.022911038, 0.028866036, -0.017861733, 0.00583549, 0.040667206, -0.009692541, -0.103875384, 0.02471634, -0.039111942, 0.06571223, 0.005962081, -0.042829327, -0.022265768, 0.048098557, -0.046483204, -0.06658844, 0.010541125, 0.035318416, -0.03322589, 0.07763669, -0.024609074, -0.08591075, -0.043012306, 0.046808545, 0.075739324, 0.030052967, 0.11830365, 0.010027985, 0.06520431, 0.013193871, 0.020499045, -0.04548453, 0.011014457, -0.060136274, -0.0743492, -0.00402908, -0.06128025, -0.021386927, -0.06747711, -0.12652746, -0.05651327, -0.06389165, -0.06560355, -0.020813916, 0.072191715, -0.017343646, -0.04838232, 0.02884782, 0.03845599, 0.024325075, -0.0012450865, -0.056656294, -0.119075015, 0.021091916, -2.7695692e-33, 0.0071095168, -0.04546548, -0.029215122, 0.0736438, -0.0146756815, -0.06368603, -0.023336452, -0.029559856, -0.08342758, -0.033474233, -0.056060895, 0.11077583, 0.04430095, 0.050832976, -0.03885923, 0.037616745, 0.02541327, 0.08764348, 0.029480968, 0.055373453, -0.01989232, 0.044779032, 0.009351852, 0.027150806, 0.05343505, 0.082972676, 0.00016646473, -0.037142497, -0.049563624, 0.0152156595, 0.030988812, -0.02383179, 0.08034647, -0.05068161, -0.028463034, 0.05202769, -0.049541786, -0.027690511, 0.060862917, -0.007417168, 0.08837282, -0.036737468, 0.05519288, -0.010154075, -0.023209773, 0.0004848541, 0.077796884, 0.046937402, 0.034612373, 0.018366117, 0.03324808, -0.049348198, -0.06756665, -0.026998375, 0.03180752, -0.024892062, -0.01721465, 0.038651306, -0.0071479194, -0.0048112893, 0.048008304, 0.06819742, -0.035000145, -0.08519778, -0.0019230837, -0.0776231, -0.013293748, 0.00036512577, 0.06725868, -0.06442865, -0.11724094, 0.059685975, 0.008542503, -0.039199613, 0.038834363, -0.03497546, -0.05815112, -0.042861138, -0.051855158, 0.033269934, -0.076489605, -0.07340348, 0.017567106, -0.014001311, -0.020218547, 0.05931736, 0.021050032, -0.04662043, -0.0076366854, 0.00028648475, 0.025472373, 0.033269454, -0.027096858, -0.010003776, 0.13957585, 2.0124175e-33, 0.08535014, -0.07166464, -0.044802576, 0.04737337, 0.026761128, 0.09851689, 0.006637562, 0.015274613, -0.061246056, -0.0050371056, -0.0028500883, -0.01858757, -0.0010059705, -0.012831431, -0.050797403, -0.0058845035, 0.019709269, 0.0029631844, -0.020898774, -0.007440233, -0.04544463, -0.0029903818, 0.16135241, 0.02459374, 0.07139602, -0.000162199, 0.027767275, -0.10739345, -0.0038444796, -0.021941727, -0.019018792, -0.06111658, -0.114654295, 0.026860043, 0.044617157, 0.013358902, 0.029468343, 0.02055414, 0.023266928, 0.027314615, 0.027024109, 0.04699414, -0.035779595, 0.037832916, 0.013734183, -0.058015592, -0.08444864, 0.010992271, 0.018561725, -0.0072393673, -0.011030656, -0.034693033, -0.013724229, -0.065574795, -0.021085944, 0.09451057, -0.0017647564, -0.065479994, 0.08813957, 0.0045672976, 0.04058727, 0.049186338, -0.05225422, -0.032583043, -0.008268744, -0.02710253, -0.043519944, -0.025802424, -0.09097788, 0.024076072, -0.008023338, -0.034827493, 0.0031212955, -0.031644367, 0.094725445, 0.013611165, 0.02279586, -0.04181348, -0.029690962, -0.07996382, 0.036466103, 0.057901092, -0.0067101098, 0.038813397, 0.04095776, -0.029251218, 0.02424395, -0.03884633, -0.014732832, -0.052299414, -0.04448966, 0.08177457, 0.096464224, 0.04460728, -0.0791412, -1.1020645e-08, -0.036947753, 0.012772202, -0.022062518, -0.018264022, 0.025508765, 0.07059139, -0.014031947, 0.06260109, -0.03934291, -0.07625419, 0.04736493, -0.08432648, -0.05054483, -0.026933666, 0.0018162499, -0.014105132, 0.017709324, -0.066981964, -0.053169485, -0.024696564, 0.06722319, 0.016328763, 0.06813628, 0.06366921, 0.03760605, 0.0021732063, -0.04727764, 0.0056486186, 0.024055006, -0.02936987, 0.028859986, 0.016795242, 0.00644318, 0.0574953, 0.062450964, 0.003977652, 0.07242454, 0.027428452, -0.07051642, 0.06030164, 0.08438972, 0.020710574, -0.038143143, 0.019656226, 0.13979302, -0.010944448, 0.029684322, -0.08694, -0.046559624, -0.039085183, -0.03583356, -0.11259553, 0.057581887, 0.092723675, -0.09473, -0.05104568, 0.1393917, 0.060484305, 0.04048509, 0.0057916986, -0.054996766, 0.03360797, 0.03720953, 0.026224626]","[-0.026639402, 0.09329718, -0.046123195, 0.027719205, -0.0020321736, 0.01983299, 0.00643, 0.0316094, 0.007059583, 0.042038303, 0.034790684, 0.079659864, 0.0014078628, -0.028465565, -0.046996694, 0.0150872525, 0.043734867, -0.041785035, -0.06552628, 0.019238709, 0.024548998, 0.1289853, 0.027125647, 0.03490602, -0.032878246, 0.093205355, -0.11491931, -0.060318757, 0.04476527, -0.014298802, -0.004705976, 0.026368141, 0.08516053, 0.016678406, 0.04977571, -0.009286596, 0.022682812, -0.07933655, 0.027219653, 0.014181006, -0.028771421, -0.07921946, -0.023194086, 0.023710785, 0.041428115, -0.011583881, -0.063973784, -0.008893344, 0.0055545964, 0.02969855, -0.041685473, -0.03145879, 0.03578163, 0.06683847, 0.029461253, 0.06915308, -0.013241399, -0.027948167, -0.06962488, -0.025327602, 0.012797461, 0.0055170585, -0.033688203, -0.015016788, 0.0074196104, 0.1026244, 0.04999176, 0.014105793, -0.021187367, -0.0015790013, -0.071176425, 0.019287974, 0.031222705, 0.03854085, -0.039216653, -0.020996867, -0.0051839193, -0.006231039, 0.01989523, -0.085472874, -0.027941389, -0.002022937, 0.070486404, 0.04203349, -0.010611216, -0.022567457, 0.043842886, 0.038361903, 0.040750563, 0.02362328, 0.022501428, -0.033710457, 0.118580475, -0.02014203, -0.18080428, 0.017637325, -0.0010065819, 0.014156015, 0.057342216, 0.09868092, 0.065802746, -0.00343294, 0.049187914, -0.080379516, -0.034226265, 0.0058662617, 0.006996566, -0.03054382, 0.0016056953, -0.057685606, -0.013205555, -0.09355484, -0.124119885, -0.04271349, -0.022708494, -0.04403463, 0.068784855, 0.01386326, 0.009541253, 0.0014889706, 0.01891708, -0.01546306, -0.007514816, -0.027942842, 0.002373324, -0.032814596, 0.04685708, -1.8183305e-33, 0.017012408, 0.014827675, -0.050536063, 0.0834461, -0.023792768, 0.024906687, -0.034348406, -0.07853173, -0.02145073, -0.08549594, 0.029711436, 0.07061069, -0.0091807535, -0.021657744, -0.057828248, -0.07110753, 0.034602728, 0.083636574, 0.008300957, 0.0063700587, 0.016989255, -0.020086478, 0.037056368, 0.04079654, 0.102302104, 0.087099925, 0.008883571, -0.07480391, -0.08253411, -0.022750333, 0.056369435, 0.00054372, 0.060301278, -0.058439683, 0.014938194, 0.0626138, -0.06141702, -0.0036236523, 0.08075361, -0.049002126, -0.09354313, 0.009251245, 0.008113651, -0.033845365, 0.023703342, 0.03300525, -0.020750225, 0.017968435, 0.08093621, -0.026620083, -0.004673718, 0.040382024, -0.012813338, -0.05659554, 0.030612111, 0.02308943, -0.012385179, 0.0748226, 0.004678837, -0.02908463, 0.031665, 0.0033178085, -0.021474872, -0.06608767, 0.005521247, 0.025635231, -0.07960052, 0.015577912, 0.047120765, -0.06692204, -0.041775957, 0.01209403, 0.013177165, -0.02037707, 0.0001567618, 0.026155245, 0.0064645796, -0.05048899, -0.10357157, 0.0064068036, -0.023534711, -0.065548815, 0.018512856, 0.0045493077, 0.08873941, 0.056318425, 0.053382277, -0.043182902, -0.04752044, 0.030916514, 0.007880381, 0.06330203, -0.04977844, -0.048370734, 0.080256805, 9.004114e-34, 0.009840231, -0.06562596, -0.12268268, 0.04400422, -0.03103251, 0.086287476, 0.002469055, 0.074753456, -0.008572192, -0.011442844, 0.07203183, -0.040513955, -0.083833985, -0.031056764, -0.080334485, -0.03786887, 0.020901399, -0.011981581, 0.049815256, 0.07291857, -0.026988134, -0.038419124, -0.048946287, 0.07090741, 0.046113424, -0.0055592214, 0.019660791, -0.09254775, -0.014040023, -0.07267038, 0.016252292, -0.047944903, -0.0502744, 0.08211727, 0.02677474, -0.11843479, 0.011033456, -0.0008419367, -0.0523211, 0.081079654, 0.08382866, 0.030773545, -0.029505232, -0.02312116, -0.09002788, 0.01978871, -0.027897088, 0.010837597, -0.038906887, -0.0111442, 0.06818033, -0.033269238, 0.016850842, 0.017083997, -0.019325852, -0.011722578, -0.063884124, -0.069831766, -0.052403998, 0.012367942, -0.035551216, 0.05072916, -0.014361875, 0.009204404, 0.018060027, -0.09721698, -0.017940603, -0.015693478, -0.055921324, 0.0006413405, 0.09297909, -0.11795826, -0.013146569, -0.03837929, 0.09429493, 0.029280443, 0.0057548764, -0.065831564, -0.09486564, 0.031385016, 0.06735044, 0.0725739, 0.0054769795, 0.016958099, 0.06283436, 0.030408628, -0.025886185, -0.008080927, 0.03867491, -0.014121504, -0.016214736, 0.0741421, -0.027775172, 0.013235478, -0.057319812, -1.1107651e-08, -0.06754442, -0.021802712, -0.0986337, -0.06089037, 0.016809747, 0.028788682, 0.039959382, -0.034511264, -0.051778466, -0.025749002, 0.03978561, -0.08624166, -0.0631265, -0.12256712, 0.03609468, 0.024268206, 0.069214605, 0.008968278, 0.0028207372, 0.027414998, 0.04294001, -0.015332136, 0.030629456, 0.08454318, -0.021902997, 0.056538224, 0.01113424, 0.00012479603, 0.020125363, 0.0029054754, 0.04614704, 0.058998913, 0.040860195, -0.014436603, 0.10876939, 0.05490778, 0.07548146, 0.033961356, 0.018473797, 0.076891676, 0.029684044, 0.04791379, -0.07065482, 0.013534959, 0.06234644, -0.015445174, 0.018480662, -0.042364806, -0.008863696, -0.1359001, -0.0029016973, -0.0772328, 0.071690544, 0.03333161, -0.11071623, 0.025062175, 0.16126134, 0.038160965, -0.037485078, -0.030354451, 0.09845801, 0.02428572, 0.03971469, 0.06761581]",0.5326445698738098
FND_ATTACHED_DOCUMENTS,Attached documents,DRAD,Document-Object Link,"[-0.021343468, 0.07298469, -0.013019248, 0.07031291, 0.060121838, 0.025024133, -0.021015791, 0.054018874, 0.043398008, 0.014658191, 0.052064765, 0.07488592, 0.052096013, 0.04697821, -0.09743598, 0.030867409, -0.045394126, -0.012674218, -0.047394585, 0.109686226, -0.07380413, 0.10341573, 0.05164792, -0.023635583, 0.027954359, 0.027826456, -0.12063946, -0.030242953, 0.008510194, -0.037291825, 0.06674803, -0.014966774, 0.015596081, 0.024890585, 0.055648983, 0.026800558, 0.0015309585, -0.055088192, 0.00450041, -0.0006926481, -0.00201146, -0.07644417, -0.03993058, 0.023715338, 0.02997649, 0.010174171, 0.020533482, 0.020501733, -0.03723384, 0.08107439, -0.086198784, -0.04613685, -0.027412664, 0.07229811, -0.041579068, 0.008739413, 0.0017864605, 0.035361122, -0.0954772, 0.016295262, 0.056911536, 0.02247072, -0.09103962, 0.04230366, 0.04168837, 0.054671288, 0.032911997, 0.08006295, -0.06929287, -0.059314597, 0.02204676, 0.014312095, -0.0069307326, 0.022911038, 0.028866036, -0.017861733, 0.00583549, 0.040667206, -0.009692541, -0.103875384, 0.02471634, -0.039111942, 0.06571223, 0.005962081, -0.042829327, -0.022265768, 0.048098557, -0.046483204, -0.06658844, 0.010541125, 0.035318416, -0.03322589, 0.07763669, -0.024609074, -0.08591075, -0.043012306, 0.046808545, 0.075739324, 0.030052967, 0.11830365, 0.010027985, 0.06520431, 0.013193871, 0.020499045, -0.04548453, 0.011014457, -0.060136274, -0.0743492, -0.00402908, -0.06128025, -0.021386927, -0.06747711, -0.12652746, -0.05651327, -0.06389165, -0.06560355, -0.020813916, 0.072191715, -0.017343646, -0.04838232, 0.02884782, 0.03845599, 0.024325075, -0.0012450865, -0.056656294, -0.119075015, 0.021091916, -2.7695692e-33, 0.0071095168, -0.04546548, -0.029215122, 0.0736438, -0.0146756815, -0.06368603, -0.023336452, -0.029559856, -0.08342758, -0.033474233, -0.056060895, 0.11077583, 0.04430095, 0.050832976, -0.03885923, 0.037616745, 0.02541327, 0.08764348, 0.029480968, 0.055373453, -0.01989232, 0.044779032, 0.009351852, 0.027150806, 0.05343505, 0.082972676, 0.00016646473, -0.037142497, -0.049563624, 0.0152156595, 0.030988812, -0.02383179, 0.08034647, -0.05068161, -0.028463034, 0.05202769, -0.049541786, -0.027690511, 0.060862917, -0.007417168, 0.08837282, -0.036737468, 0.05519288, -0.010154075, -0.023209773, 0.0004848541, 0.077796884, 0.046937402, 0.034612373, 0.018366117, 0.03324808, -0.049348198, -0.06756665, -0.026998375, 0.03180752, -0.024892062, -0.01721465, 0.038651306, -0.0071479194, -0.0048112893, 0.048008304, 0.06819742, -0.035000145, -0.08519778, -0.0019230837, -0.0776231, -0.013293748, 0.00036512577, 0.06725868, -0.06442865, -0.11724094, 0.059685975, 0.008542503, -0.039199613, 0.038834363, -0.03497546, -0.05815112, -0.042861138, -0.051855158, 0.033269934, -0.076489605, -0.07340348, 0.017567106, -0.014001311, -0.020218547, 0.05931736, 0.021050032, -0.04662043, -0.0076366854, 0.00028648475, 0.025472373, 0.033269454, -0.027096858, -0.010003776, 0.13957585, 2.0124175e-33, 0.08535014, -0.07166464, -0.044802576, 0.04737337, 0.026761128, 0.09851689, 0.006637562, 0.015274613, -0.061246056, -0.0050371056, -0.0028500883, -0.01858757, -0.0010059705, -0.012831431, -0.050797403, -0.0058845035, 0.019709269, 0.0029631844, -0.020898774, -0.007440233, -0.04544463, -0.0029903818, 0.16135241, 0.02459374, 0.07139602, -0.000162199, 0.027767275, -0.10739345, -0.0038444796, -0.021941727, -0.019018792, -0.06111658, -0.114654295, 0.026860043, 0.044617157, 0.013358902, 0.029468343, 0.02055414, 0.023266928, 0.027314615, 0.027024109, 0.04699414, -0.035779595, 0.037832916, 0.013734183, -0.058015592, -0.08444864, 0.010992271, 0.018561725, -0.0072393673, -0.011030656, -0.034693033, -0.013724229, -0.065574795, -0.021085944, 0.09451057, -0.0017647564, -0.065479994, 0.08813957, 0.0045672976, 0.04058727, 0.049186338, -0.05225422, -0.032583043, -0.008268744, -0.02710253, -0.043519944, -0.025802424, -0.09097788, 0.024076072, -0.008023338, -0.034827493, 0.0031212955, -0.031644367, 0.094725445, 0.013611165, 0.02279586, -0.04181348, -0.029690962, -0.07996382, 0.036466103, 0.057901092, -0.0067101098, 0.038813397, 0.04095776, -0.029251218, 0.02424395, -0.03884633, -0.014732832, -0.052299414, -0.04448966, 0.08177457, 0.096464224, 0.04460728, -0.0791412, -1.1020645e-08, -0.036947753, 0.012772202, -0.022062518, -0.018264022, 0.025508765, 0.07059139, -0.014031947, 0.06260109, -0.03934291, -0.07625419, 0.04736493, -0.08432648, -0.05054483, -0.026933666, 0.0018162499, -0.014105132, 0.017709324, -0.066981964, -0.053169485, -0.024696564, 0.06722319, 0.016328763, 0.06813628, 0.06366921, 0.03760605, 0.0021732063, -0.04727764, 0.0056486186, 0.024055006, -0.02936987, 0.028859986, 0.016795242, 0.00644318, 0.0574953, 0.062450964, 0.003977652, 0.07242454, 0.027428452, -0.07051642, 0.06030164, 0.08438972, 0.020710574, -0.038143143, 0.019656226, 0.13979302, -0.010944448, 0.029684322, -0.08694, -0.046559624, -0.039085183, -0.03583356, -0.11259553, 0.057581887, 0.092723675, -0.09473, -0.05104568, 0.1393917, 0.060484305, 0.04048509, 0.0057916986, -0.054996766, 0.03360797, 0.03720953, 0.026224626]","[-0.036698643, 0.040122937, 0.010981986, 0.09103027, 0.060709268, 0.015473676, -0.011643265, 0.078162014, 0.032193497, 0.021055508, -0.03561393, 0.053808343, -0.013837547, 0.015358528, -0.012668386, 0.06714411, -0.04317821, 0.052960616, 0.00012512582, 0.11052252, 0.022339955, 0.036597278, 0.045132477, -0.019479884, -0.03206668, -0.018020617, -0.04152469, -0.030334726, -4.686191e-05, -0.043148242, 0.076622844, -0.007790029, -0.086409174, -0.041859157, 0.09884589, 0.009350238, 0.0431421, -0.088820115, 0.084656164, 0.054621913, 0.03418362, -0.011500998, -0.011496573, 0.02613377, -0.027639857, 0.052434187, -0.03209313, -0.0011693795, 0.011087045, 0.031756755, -0.10657518, -0.012016858, -0.03933481, -0.006649807, 0.01539964, 0.09207279, -0.036537774, 0.018444624, -0.04023894, 0.0063976375, 0.05209552, 0.041105006, -0.0007477913, 0.029064763, 0.014818086, -0.0065370523, -0.026853684, 0.010915682, -0.06943866, 0.0022405344, 0.015173295, -0.028697107, 0.14943753, 0.06698086, 0.050749674, -0.0136557985, 0.039720878, 0.050958794, 0.016129144, -0.08417216, 0.035033897, 0.01483762, 0.036678363, -0.05691361, 0.039564807, 0.03985633, 0.08960065, -0.0006741625, -0.046814013, 0.03345901, 0.014787331, -0.03989463, 0.07846162, -0.06175057, -0.015056679, -0.0039950726, 0.063507326, 0.01423722, 0.061523404, 0.04354805, 0.0280348, 0.08099781, 0.07480338, -0.04247145, 0.017551199, 0.03079485, -0.055535626, 0.055227272, 0.016033292, -0.04859978, -0.031038217, -0.015979776, -0.17798975, -0.07004718, -0.08972631, -0.07065842, -0.017021623, -0.032358997, 0.043909404, -0.024343172, 0.0672999, -0.0014498022, 0.0076196203, -0.0092868665, -0.1051954, -0.0322944, 0.04044255, -5.354086e-33, 0.060814746, -0.03085216, -0.1056449, -0.049443703, 0.0066306912, 0.018151106, 0.0052823266, 0.051810503, -0.077911265, -0.005743179, -0.13728, -0.0010446978, -0.05787733, 0.0104292445, -0.023333475, 0.046654053, -0.050282415, 0.029813046, -0.05269044, -0.038890418, -0.04696792, 0.025108973, -0.0021198776, 0.026232244, 0.022527454, 0.12488851, 0.023984184, -0.083511464, -0.071885124, 0.0005205959, 0.022128595, 0.0461338, 0.021628998, -0.018554376, 0.00036729124, -0.010432932, -0.039349757, -0.003497902, -0.06927484, -0.06875727, 0.027966602, -0.038646694, 0.05819133, -0.03751633, -0.013342157, -0.02064294, 0.05051098, -0.048291314, -0.007974096, -0.007159809, -0.04227182, -0.004672308, -0.0084835235, -0.010609549, 0.04612279, -0.034226824, -0.10230796, 0.07479684, 0.01703861, -0.059207544, 0.013274874, 0.04012945, 0.02069346, -0.03447931, -0.03614253, -0.0050273743, -0.060352713, 0.003753356, 0.060952928, -0.02024135, -0.0015242534, 0.04125003, -0.031986523, -0.076646715, 0.022734435, -0.00061777455, -0.08117236, -0.123692006, -0.075842604, 0.012489496, -0.111659475, -0.05370899, 0.054894835, -0.026289564, 0.0077233184, 0.041688677, 0.010547524, -0.05010359, 0.0011455911, -0.043718312, 0.09228058, -0.0035862105, -0.058376726, -0.017842675, 0.08772604, 1.9521299e-33, 0.11302388, -0.029976903, -0.01253373, 0.067373924, 0.0038663899, 0.059504844, -0.002328665, 0.010228094, -0.069927536, 0.029296827, 0.048330426, -0.004479968, -0.00042479904, -0.02165114, 0.029409029, -0.037061304, -0.04381219, -0.044618875, 0.0073111206, 0.008771586, 0.03151668, -0.03645859, 0.07442722, -0.056412548, 0.012039233, -0.07827945, 0.055163886, -0.103644386, 0.007608158, -0.031111022, 0.027532991, 0.03922015, -0.045139555, 0.060789973, 0.059323933, 0.017781332, 0.017116508, 0.02224448, 0.03137329, -0.023285706, 0.082157746, -0.019891595, -0.017077267, 0.015628466, 0.004330375, -0.06067403, -0.024650358, 0.015010051, 0.031037036, 0.008085778, -0.030411918, -0.0898475, 0.05222244, -0.16868837, -0.066165134, 0.04733663, -0.047516488, -0.0966704, -0.058093943, 0.098707624, 0.04857856, -0.00031122455, -0.031111214, 0.07793304, -0.038569435, -0.022992106, -0.08359493, -0.0017622095, -0.013271504, -0.0076543717, 0.019260762, -0.022249198, -0.014009679, 0.015197062, 0.068094686, -0.029607864, 0.03334727, -0.0010956043, 0.042552207, -0.084082626, 0.12490712, 0.020548504, -0.0030402155, -0.028322402, 0.065111496, -0.04637395, -0.008195222, 0.03352087, -0.09309878, -0.009695182, -0.03817221, 0.065818004, -0.016511358, 0.052347302, -0.06766338, -1.34682026e-08, -0.067630544, 0.05597031, 0.019481879, 0.0063764513, -0.0013425819, 0.061225273, 0.026093856, 0.06704859, -0.05110246, 0.010674639, 0.04268325, -0.019615622, -0.021848947, -0.008023359, 0.0054693376, -0.011078209, -0.0046398235, -0.019430086, 0.011696848, 0.10135601, 0.03536707, -0.06712863, 0.029553263, 0.05396817, 0.018393908, -0.010397221, -0.03819856, 0.09908501, 0.021953909, -0.009857994, -0.0035103536, 0.09751073, -0.09399061, 0.09737897, 0.035308417, 0.0827504, 0.02392653, 0.026697587, -0.08235022, -0.0348817, 0.119081825, 0.034038987, -0.03709236, 0.002565261, 0.09294342, 0.014055829, 0.009690489, -0.066208445, -0.0384871, -0.0137059465, -0.0024300674, -0.028857658, 0.048367266, -0.024375368, -0.08961041, -0.029151285, 0.12711194, -0.004486076, -0.08616759, 0.0033865294, -0.023188263, 0.08205985, 0.04425323, 0.041795887]",0.5430818200111389
