ORACLE_TABLE_ID,ORACLE_TABLE_NAME,ORACLE_COL_NAME,ORACLE_COL_DESCRIPTION,oracle_emb_description
50650.0,AP_TERMS_LINES,DISCOUNT_AMOUNT,Contains the first discount amount in absolute amount,"[-0.025943331, 0.08573928, -0.027531872, -0.022713613, 0.02334954, -0.010942836, 0.024476038, 0.04960941, 0.073120795, 0.060349472, 0.079189666, -0.06313433, 0.05390902, 0.033649113, -0.021622326, 0.011055819, 0.0532924, 0.024880808, -0.03427441, 0.004341334, 0.0067266272, -0.03252821, -0.06529261, 0.0065099075, 0.10024056, 0.03619023, 0.04090392, 0.0022960722, 0.12769936, -0.024265226, -0.024897898, -0.030255338, 0.08755015, -0.041620355, 0.035330616, -0.08640267, -0.05916182, -0.007573074, -0.0072776824, 0.029937696, -0.01217428, -0.049812496, -0.03116786, -0.05493548, 0.02779989, -0.00050063076, -0.025140986, 0.11680137, 0.0713051, 0.057025485, 0.055335954, 0.009917547, -0.028542709, 0.014029354, 0.020403786, 0.06370425, -0.04419045, 0.0030921393, -0.05440548, -0.007973161, -0.05428664, -0.05898478, 0.028159197, -0.022431869, 0.045598727, 0.007860474, -0.03451804, -0.00636052, -0.026291432, 0.07623497, 0.004698017, 0.012954352, 0.04957894, -0.073454194, -0.043242063, 0.007137905, 0.050876338, -0.030401925, 0.0091621, -0.024484554, -0.011130816, -0.07999328, 0.043750957, -0.058265243, 0.007853406, -0.013286141, 0.077919975, 0.01210571, 0.096554905, -0.0139802145, -0.017553192, 0.009353741, -0.10249116, -0.06199978, -0.04562101, 0.01065074, -0.044721868, 0.057933606, 0.021337265, 0.024187453, 0.0015240305, -0.013390558, 0.0013923752, -0.008812535, -0.049954068, -0.12571692, 0.022922313, 0.010345188, 0.021207329, -0.0217915, -0.049858887, -0.019102084, 0.038026992, -0.0037868496, 0.00082732085, -0.06783056, 0.10078902, 0.03214893, 0.043067597, -0.072989434, 0.038197186, 0.08649213, -0.012689896, 0.025573343, -0.07034031, -0.026959816, 0.088567406, -1.8029771e-33, -0.039027907, -0.084413, -0.011204093, -0.18237817, -0.04965317, -0.0006357401, -0.035641484, 0.107840694, -0.03688587, 0.10823925, 0.07847392, -0.016069572, 0.006707139, -0.067586005, -0.011261083, -0.023199629, -0.0537537, -0.06713822, 0.039912023, 0.014167807, -0.07917778, -0.06507862, 0.04053067, -0.015546688, -0.0920638, -0.023816725, 0.018313656, 0.013104175, 0.008365535, -0.031648144, -0.015159038, 0.0019900256, -0.05413122, -0.07267719, 0.02250212, 0.032188438, 0.04823643, 0.0063300566, 0.07265993, 0.034439865, -0.081481025, 0.039399628, 0.046685394, -0.05097549, -0.064745404, -0.025631059, 0.03952816, 0.078493595, 0.06337762, 0.03605406, -0.041283827, 0.0071029197, -0.00639489, 0.00084397173, -0.043577254, -0.07774088, -0.041839853, 0.040179003, -0.019954132, -0.020507634, -0.050538726, -0.09673606, -0.023365531, -0.025799165, -0.09559725, 0.052667283, -0.067646876, 0.06324169, -0.013763073, 0.008911762, -0.0536529, 8.877835e-05, 0.055049535, -0.02849721, 0.049616627, 0.044125367, 0.13877256, 0.052800324, 0.04469166, -0.0012371652, -0.10201064, -0.014563792, 0.050046053, 0.07123765, 0.00035218883, 0.09273361, 0.052285016, -0.010269794, 0.042484045, -0.08059838, -0.060307622, -0.050457753, 0.041505583, 0.05922865, 0.019037686, 4.275377e-34, 0.00092738774, 0.067729235, 0.05077411, 0.011043912, 0.0274491, 0.05386531, -0.0041188425, -0.04087061, -0.0038078355, 0.05937228, -0.020135676, 0.1394216, -0.01986503, -0.03416759, 0.036707357, -0.0120271575, -0.03246183, -0.009227604, 0.037803803, 0.01116407, -0.022127002, 0.079778604, 0.009872977, 0.06990994, -0.026412928, 0.046909213, 0.05717399, -0.00837676, -0.085301295, -0.02092506, -0.02715774, -0.06088978, 0.01842515, -0.09123624, -0.049554374, -0.1336245, -0.043630064, -0.042675477, 0.024129162, 0.117552005, 0.03105704, -0.027103283, -0.05623087, 0.037059102, 0.053142775, -0.08444748, 0.05846578, -0.03670095, 0.059007127, -0.046442993, 0.01595086, 0.008025238, -0.0067602308, 0.06860499, -0.010996255, 0.046648942, -0.05215647, 0.03460852, 0.07424875, -0.023553766, -0.031096445, 0.06175944, -0.021138953, 0.028046397, 0.057202145, 0.04896075, 0.04240392, 0.026626175, 0.0051611504, 0.021389745, 0.06182342, 0.104692884, 0.020269008, -0.048460875, -0.0441386, 0.018167688, 0.004255681, 0.004279619, 0.056542806, 0.04542516, -0.034413226, 0.02507511, -0.03976083, -0.041569587, -0.0957134, -0.010806909, -0.032375526, -0.02446543, -0.07167858, -0.012437618, -0.08417079, 0.0663964, 0.074530855, 0.0014453018, -0.07812739, -1.7175797e-08, -0.034124512, -0.043389034, -0.037262265, 0.067292385, 0.07428351, 0.021458808, 0.01277534, -0.04339933, -0.10850011, 0.018418062, 0.03202818, 0.076221526, -0.058734626, -0.06786327, -0.06539515, 0.006488073, -0.014381236, -0.010862045, -0.018671252, 0.0028427409, 0.03123323, 0.06498642, 0.019755762, -0.083614536, -0.01068872, 0.0023016166, 0.042524092, 0.07568568, 0.08805507, 0.031730425, -0.012657821, 0.012007224, 0.093686804, -0.031211155, 0.016023634, -0.015091358, 0.014358542, 0.016859867, 0.048418324, -0.04697079, 0.001862531, -0.08639219, 0.0035579267, 0.010237193, -0.030959584, -0.004309046, 0.005241206, -0.09345319, -0.0117907105, -0.07575732, 0.0016987472, 0.01899667, 0.012587462, 0.056546703, -0.03330082, -0.08966601, -0.04539173, -0.05713745, -0.12197632, 0.026065184, 0.042043786, -0.031377792, 0.052814696, -0.040039532]"
50650.0,AP_TERMS_LINES,DISCOUNT_AMOUNT_2,Contains the second discount amount in absolute amount,"[-0.01722713, 0.08694479, -0.016525801, -0.0238537, 0.04057785, -0.016135942, 0.0087967925, 0.05763974, 0.07828775, 0.040007774, 0.09017099, -0.07744343, 0.07239944, 0.026582105, 0.0052859597, 0.013176764, 0.030287007, 0.063288644, -0.058727544, 0.003729611, 0.030028062, -0.068567924, -0.055642687, -0.011294742, 0.09308571, 0.0653645, 0.014278855, 0.01846061, 0.11353789, -0.011926725, -0.017005684, 0.011205799, 0.019910833, -0.0692535, 0.020969408, -0.12896998, -0.06466831, 0.024312707, -0.0060953232, -0.010935278, 0.0119952895, -0.043523066, -0.034702845, -0.067701295, 0.025947114, 0.013532563, -0.048318446, 0.07661476, 0.0779902, 0.050056644, 0.035013907, -0.0009688892, -0.029023135, 0.009081578, 0.0045746886, 0.077796005, -0.047161203, 0.010449286, -0.046263848, -0.00031723583, 0.0026304557, -0.049799856, 0.010096434, -0.0042115864, 0.039668635, -0.003265662, -0.052004125, -0.01706585, -0.058353808, 0.06652706, 0.04790452, 0.0077284183, 0.07525567, -0.10852266, 0.0036093423, -0.019447275, 0.0462583, -0.02506382, -0.007607423, -0.052962076, 0.005353317, -0.0923449, 0.029263778, -0.07830606, 0.005273145, -0.043668203, 0.06957904, -0.010485391, 0.053451587, 0.00087895134, 0.02250323, 0.0056758355, -0.0660446, -0.06532637, -0.045637213, -0.0057722824, -0.035303105, 0.10499228, 0.0074947565, 0.03388005, -0.018743983, -0.014090726, -0.029310549, -0.056562625, -0.014591068, -0.12989861, 0.026526494, -0.003622325, 0.050320644, -0.013201995, -0.03459074, 0.019253211, 0.028432481, 0.014150269, 0.027582688, -0.005252134, 0.13400255, 0.035456643, 0.055682585, -0.09694049, 0.016774379, 0.074683525, 0.0046696328, -0.012039617, -0.047960017, -0.052476246, 0.088556446, -1.78909e-33, -0.04156087, -0.0841118, -0.014971505, -0.1755781, -0.025384944, 0.012745748, -0.043773055, 0.09119424, -0.012998201, 0.07744452, 0.07568233, -0.031205082, 0.012993897, -0.051398188, -0.0059742425, -0.044141784, -0.031352226, -0.035728022, 0.09859481, 0.060644418, -0.054778285, -0.019949235, 0.057678867, 0.01197031, -0.050512113, -0.010339878, 0.04819468, 0.021367079, 0.014820357, -0.0222207, 0.046824202, -0.001262836, -0.033816967, -0.043764707, 0.04977337, 0.02250595, 0.036857743, 0.027781846, 0.066027775, 0.035190094, -0.06571704, 0.02581632, 0.053920306, -0.056454618, -0.049487714, -0.055256817, 0.069559835, 0.040304247, 0.06121246, 0.01945018, -0.04093541, 0.016208291, -0.005568963, -0.008847428, -0.020235136, -0.07686039, -0.054960847, 0.04602425, 0.026994875, 0.00908661, -0.056794267, -0.08478579, -0.01839046, -0.0392342, -0.081260666, 0.061817482, -0.08267617, 0.054261412, -0.024986196, 0.03713946, -0.053589765, -0.012932266, 0.08194578, -0.014415825, 0.056309976, 0.0032913005, 0.14233892, 0.036424834, 0.059691075, -0.0050017955, -0.111147076, -0.026214838, 0.05377641, 0.08553208, 0.0061178375, 0.08836763, 0.011132842, -0.016561072, 0.012447197, -0.04384701, -0.09446809, -0.045700233, 0.0018289636, 0.04895603, 0.041751504, 3.5943235e-34, -0.012830627, 0.08911409, 0.0134938955, 0.020165827, 0.03053484, 0.03670902, 0.0074541294, -0.06636252, -0.017932083, 0.0395587, -0.01792381, 0.13651231, -0.004713851, -0.029637722, 0.029579924, -0.016954202, -0.017398858, 0.022054309, 0.040413953, -0.013614204, -0.013221336, 0.08157197, 0.047791783, 0.05679752, -0.014524487, 0.026914509, 0.029842434, -0.0040207, -0.09073212, -0.012459816, -0.013580766, -0.066327706, 0.0039271484, -0.082275994, -0.03874481, -0.16617535, -0.03605198, -0.050843135, -0.020136703, 0.09962135, 0.0120434845, -0.012760885, -0.03546971, 0.058257252, 0.040882763, -0.046377018, 0.06844915, -0.05063473, 0.05457972, -0.04497303, 0.032140385, -0.029648604, -0.03245028, 0.09980219, -0.031934556, 0.048433032, -0.043523144, 0.020899115, 0.09976803, -0.027576225, -0.018783694, 0.04061885, -0.02700887, 0.009142847, 0.08922928, 0.05887678, 0.01915258, 0.01411153, -0.014502913, 0.04368213, 0.04297354, 0.06973428, 0.018885354, -0.02387561, -0.043484543, 0.027226128, -0.0015012379, -0.01057854, 0.061107893, 0.060327057, -0.035492927, -0.016333804, 0.005740259, -0.027893193, -0.12633859, -0.03297872, -0.054826967, 0.031070562, -0.075867705, -0.014954523, -0.052926384, 0.09137793, 0.035843026, -0.004602026, -0.04499888, -1.7638529e-08, -0.031519637, -0.062072232, -0.020883396, 0.04831816, 0.061538924, -0.007927955, -0.025696835, -0.04290493, -0.10525415, 0.014545581, 0.016794669, 0.053796355, -0.064157166, -0.083463475, -0.06596133, -0.0038120612, -0.010472383, -0.010022427, -0.019167975, -0.008144191, 0.027900597, 0.044859614, 0.015078506, -0.039729346, -0.038408965, 0.03358415, 0.04747839, 0.0600718, 0.053003285, 0.0056948895, 0.023859065, -0.016515942, 0.08017969, -0.04246006, 0.0046577253, -0.0500386, 0.017757239, -0.0077148536, 0.05708011, -0.020660516, 0.011447751, -0.10232792, 0.0062953415, 0.04057302, 0.023002824, -0.006187319, 0.016763581, -0.112180665, -0.019009722, -0.0643388, 0.026071114, -0.015867807, 0.027374834, 0.076821685, -0.035437312, -0.0941714, -0.06233273, -0.05102199, -0.13443, 0.014600852, 0.03908204, -0.038775723, 0.03723319, -0.044188432]"
50650.0,AP_TERMS_LINES,DISCOUNT_AMOUNT_3,Contains the third discount amount in absolute amount,"[-0.0188809, 0.051587813, -0.060133167, -0.054907586, 0.04798752, -0.021138618, 0.0315124, 0.020492574, 0.08199923, 0.042815104, 0.09542827, -0.10671333, 0.059608575, 0.017797131, 0.035111398, -0.007773362, 0.039178584, 0.069431506, -0.078885265, -0.011812266, 0.033604592, -0.046563055, -0.016752679, 0.019627461, 0.1146825, 0.060363807, 0.035137534, -0.025771867, 0.10978352, 0.007534608, -0.044496775, 0.015178471, 0.057004444, -0.09208493, 0.045810428, -0.11600876, -0.09568216, -0.004828791, -0.027657885, 0.056274418, 0.0027556599, -0.029468236, -0.018812004, -0.059061702, 0.030216945, 0.035655465, -0.09491071, 0.038376253, 0.10672647, 0.026708182, 0.031114276, -0.003951049, -0.047721732, 0.03677109, -0.03285315, 0.0062812767, -0.053234622, 0.02134833, -0.0471788, -0.012205297, 0.005508549, -0.03981974, 0.028798178, -0.02527652, 0.071828775, 0.009606333, -0.089459434, -0.032012645, -0.058938336, 0.08761863, 0.027510867, -0.0057833996, 0.03665373, -0.11546968, -0.0031296334, 0.012455284, 0.10355525, -0.024063203, -0.030586515, -0.044475373, 0.0030333176, -0.075269476, 0.03476883, -0.022317745, 0.003695059, -0.058060452, 0.020419465, -0.012848691, 0.037218735, 0.040167194, -0.013690407, -0.0009291596, -0.09844906, -0.063617095, -0.041827016, 0.021570036, -0.03502127, 0.05615091, 0.016910871, 0.042432018, 0.023900876, 0.024591051, -0.026046263, -0.041132335, -0.01854723, -0.062445022, 0.011954978, 0.038355723, -0.003248383, 0.0041782684, -0.06714049, -0.020622348, 0.014211479, -0.01362822, -0.0019830938, -0.0005747852, 0.121750124, -0.0013069743, 0.07148095, -0.084172875, 0.03609341, 0.09043206, 0.015676232, -0.023587957, -0.053976655, -0.037423883, 0.090952076, -1.3717121e-33, -0.048431184, -0.07140317, -0.025497446, -0.15941839, -0.030451447, 0.027868556, -0.032264896, 0.06675365, -0.012039791, 0.09082013, 0.0607885, -0.012887752, 0.04602426, -0.060131628, -0.010919806, -0.02225434, -0.075168304, -0.032161444, 0.052593604, 0.056976873, -0.014112865, -0.05332832, 0.042213317, 0.0010386223, -0.070292324, -0.00267254, 0.042054567, 0.030345308, 0.02297016, -0.032981113, 0.08423973, 0.014528601, -0.021985436, -0.06486105, 0.03407275, 0.038875677, 0.022973279, -0.019180583, 0.059483677, 0.078613065, -0.06429428, -0.0021900337, 0.06318062, -0.06112818, -0.046187747, 0.007858995, 0.095493905, 0.032814465, 0.05492099, 0.018126601, -0.0069500697, 0.0048632766, 0.013257791, -0.012889294, -0.023142256, -0.07884, -0.06528771, 0.06923818, 0.04510634, -0.020708486, -0.073325545, -0.10312499, -0.0069270264, -0.02047748, -0.08705626, 0.07867674, -0.08582853, 0.07416747, 0.0006548912, 0.02510743, -0.06703003, -0.0017648888, 0.051169943, -0.0010998733, 0.04735338, 0.009017111, 0.102112986, 0.052722275, 0.046294756, -0.014050018, -0.091504805, -0.016983818, 0.08368281, 0.10534972, 0.0087838825, 0.08091651, 0.030217284, -0.040580925, 0.024581429, -0.07123461, -0.063073926, -0.053118993, 0.015802966, 0.060591, -0.0031179292, 3.0250353e-34, -0.0059372326, 0.08480784, 0.0079274075, 0.0003644259, 0.025124302, 0.04144811, -0.016853556, -0.03255189, -0.0061322786, 0.034871582, -0.027068175, 0.12053997, 0.0056983596, -0.05261141, 0.039506532, 0.0034820454, -0.031269085, -0.014205501, 0.023470873, -9.533323e-05, 0.021548761, 0.07328213, 0.02768541, 0.07831265, -0.045242224, 0.03484214, 0.0044083516, -0.03492576, -0.09326803, 0.0014756176, -0.011268103, -0.08363763, 0.01245626, -0.06476625, -0.045386676, -0.14601937, -0.0061611156, -0.03231745, -0.0095509235, 0.08345019, 0.018570054, -0.006235493, -0.022094335, 0.069129534, 0.028531794, -0.01082113, 0.058887243, -0.044052355, 0.07297542, 0.012000372, 0.02166422, -0.066161014, 0.011369344, 0.08544016, -0.01459874, 0.069111295, -0.027371317, -0.025395071, 0.103523485, -0.023365498, -0.03995282, 0.051459838, 0.015116467, 0.0049814032, 0.08762842, 0.09078606, 0.0029174723, 0.029169017, 0.014961177, 0.02829177, 0.02100545, 0.06501607, 0.014259474, -0.042595748, -0.016679373, 0.018807208, -0.004488906, 0.016948836, 0.057848256, 0.054768704, -0.023751684, -0.0125693455, 0.017661726, -0.0050601778, -0.11713185, -0.0514616, -0.042186465, 0.026222624, -0.07339085, -0.039255943, -0.0540855, 0.09495368, 0.055945, 0.006558062, -0.033915646, -1.6872542e-08, -0.008996066, -0.019787941, -0.03980734, 0.051858205, 0.045149177, -0.004657811, -0.0012410169, -0.0028428466, -0.102088735, 0.03896833, 0.03926257, 0.0019238758, -0.09051851, -0.09424659, -0.038812906, -0.03207727, -0.0123808, -0.00038886032, -0.023318263, -0.028890882, 0.0010264188, 0.054378975, 0.025575848, -0.034412384, 0.022267826, 0.06492585, 0.03856457, 0.05530206, 0.03078455, 0.020694975, 0.029531717, -0.010878885, 0.07923271, -0.022827802, -0.023066886, -0.027554804, 0.0017823983, -0.013211002, 0.02699971, -0.026083024, -0.013169253, -0.08008753, -0.021880085, 0.02063785, -0.0014588324, -0.03458967, -0.032655668, -0.10425404, -0.035635784, -0.08352458, 0.012005502, -0.026011977, 0.021584902, 0.10355274, -0.012329696, -0.109601654, -0.065793216, -0.058182567, -0.13009202, 0.018850885, 0.03889938, -0.06302612, 0.038704876, -0.021166539]"
50650.0,AP_TERMS_LINES,DISCOUNT_CRITERIA,"When first discount is provided both in terms of percent and amount, this field decides which one to consider. This field holds one of the three values - H, L or NULL. If value is H system will consider Higher of the discounts arrived at by","[-0.04179201, 0.030696915, -0.062436223, -0.06444087, -0.0010541575, 0.0200636, 0.023060523, 0.057939425, 0.08585345, 0.061474383, 0.10169808, -0.058342062, 0.041850474, -0.038349822, -0.005362815, 0.057749525, -0.033621214, -0.0580352, -0.050212227, -0.0053998614, -0.010132884, -0.089299776, -0.07084303, -0.023160683, 0.028213706, 0.033962112, 0.019995905, 0.057344392, 0.026231965, -0.05078377, -0.06594672, -0.014071929, 0.11072837, -0.047823504, 0.01563358, -0.03995699, -0.04199079, -0.07580342, -0.047456633, 0.10891794, -0.062062524, -0.036716927, -0.0790793, -0.010537824, 0.019825203, -0.0035637722, -0.010508788, 0.09344179, 0.008611765, 0.018634934, 0.039827537, 0.06696663, 0.01285015, 0.06922502, -0.03567932, 0.09584028, -0.083189145, 0.05429362, -0.07186563, -0.053922478, -0.14235161, -0.018011747, 0.0070902198, -0.0073800962, 0.10267863, -0.011954892, -0.055865195, -0.069816664, -0.07157876, -0.012980738, -0.011687725, -0.0113756, 0.009394139, -0.074052244, -0.044622406, -0.043709833, 0.04583152, -0.023159666, 0.029912498, -0.0563782, 0.05699513, 0.02397175, -0.041150074, -0.062761664, 0.0050353995, -0.024403106, -0.053419296, -0.009278164, 0.084112115, 0.0070164297, 0.018413037, -0.0257169, -0.12264719, -0.0111709805, -0.031165812, 0.0618368, -0.0148276845, 0.061784852, -0.002725498, 0.033997342, 0.01467535, -0.0595296, 0.0028678705, 0.013578066, -0.040896297, -0.107353136, -0.018486533, 0.08592479, 0.02456541, -0.028995119, 0.0004300226, -0.038812395, 0.027689558, 0.02372924, -0.0592154, 0.013585877, 0.089077584, -0.0046951626, 0.0545635, -0.090500146, 0.09280371, 0.014545263, 0.069833435, -0.03329545, -0.023923822, -0.006343809, 0.044836603, 1.2906512e-33, -0.04362249, -0.047636524, 0.0004565677, -0.13457659, -0.058827672, -0.034998156, -0.09315929, 0.09067597, 0.018960867, 0.013149907, 0.025575802, -0.026706936, 0.006520045, -0.060398497, -0.007998607, -0.0020480372, -0.05663104, -0.0061574993, -0.05034381, 0.054094486, -0.051671494, 0.016311383, 0.004218543, 0.02875257, 0.04236816, -0.0119875595, 0.022860399, 0.008090486, -0.029001007, -0.019121692, 0.034447525, -0.034962833, -0.0029583748, -0.06835789, -0.011837155, 0.087387234, 0.05863061, 0.010969094, 0.0849027, -0.055837218, -0.034684848, 0.026530921, 0.04530648, -0.056156807, -0.04531762, -0.0764517, 0.035322033, 0.052751526, -0.0038474633, 0.059000783, 0.010708632, -0.04463215, 0.04941151, 0.008317779, 0.017033353, -0.034311008, -0.05203728, 0.0019111084, -0.037734244, 0.027325349, -0.0035141269, -0.059064966, -0.048259333, -0.062070105, -0.08715563, 0.070345156, -0.02687359, -0.021543082, -0.0021425458, 0.007974947, -0.051962096, 0.0052564647, 0.048678815, 0.065020375, 0.015570506, 0.06609891, 0.105800934, 0.06771922, 0.054064646, -0.042580705, -0.09733116, -0.042114332, -0.008265903, 0.068216026, -0.05413271, 0.0454411, 0.05231397, -0.0066018156, -0.04081076, -0.07995696, 0.0026305965, 0.022171227, 0.05177198, 0.09849848, 0.10253012, -4.3739785e-33, -0.045628592, 0.08002104, 0.005878005, -0.037391603, -0.012536541, 0.07346177, -0.01657569, -0.1451549, 0.050291177, 0.030960102, -0.05966359, 0.11099564, -0.022338124, -0.045941044, 0.063940614, -0.008476501, -0.012855534, -0.03343564, -0.02605126, 0.09342069, 0.012227889, 0.12427367, -0.043929417, 0.03094957, -0.009145455, 0.021071354, -0.016664783, -0.061933927, -0.024084345, -0.022178655, -0.028893508, -0.1350786, 0.039883446, -0.053892, -0.023878552, -0.08452556, -0.060375765, -0.058503006, 0.06379968, 0.114247926, 0.04445553, -0.07913107, 0.0032065962, 0.006326875, 0.030751735, -0.022780461, 0.034716222, -0.0012917562, 0.049086843, -0.065345824, -0.03811622, 0.042732485, 0.018277632, 0.09761265, -0.05101513, 0.066508494, -0.028899802, -0.022051064, 0.043838628, -0.017025497, -0.015941948, 0.038838718, -0.034043588, 0.06832677, -0.015504402, 0.019912811, -0.01480318, -0.012575145, 0.07150827, -0.039903555, 0.043033518, 0.060086194, 0.06699169, -0.04245682, -0.03383828, -0.01399769, -0.04931095, -0.0059772544, 0.055722002, -0.03191677, -0.018477121, 0.044120986, -0.027046813, -0.014641739, -0.10590895, -0.04837806, -0.015039399, -0.058881566, -0.035780907, -0.04959644, -0.017914386, 0.04941502, 0.00450458, 0.011236928, -0.11755245, -3.6081772e-08, -0.0131765995, -0.06476894, 0.017466152, 0.092661865, 0.028567085, 0.000109918365, 0.01604578, -0.005900414, -0.019237218, 0.021876305, 0.0166467, 0.08585692, -0.06632059, -0.12826331, -0.0008364541, 0.023089124, -0.025768567, 0.030696029, -0.015649153, 0.0026200083, 0.059563063, 0.018979792, -0.012919512, -0.0005042473, -0.005652377, 0.032825638, 0.078602076, 0.058517423, 0.07529953, 0.009036818, 0.027956307, 0.05691211, 0.11567918, 0.027051473, 0.07673343, 0.021863412, -0.023843452, 0.05958464, 0.06208384, -0.041273057, 0.017968876, -0.0027665196, -0.063837, -0.0067580966, -0.008980114, -0.004685547, -0.049640525, -0.06042091, 0.0008447134, -0.09486025, 0.020037763, -0.020219376, 0.003504149, 0.0449767, -0.017912053, -0.026157418, 0.019377315, -0.0040859934, -0.07655095, -0.013567118, 0.01981434, 0.017393488, 0.011221682, 0.022780122]"
